step,sim_time_s,tl_phase,halt_north,halt_south,halt_east,halt_west,wait_north,wait_south,wait_east,wait_west,speed_north,speed_south,speed_east,speed_west,vehicles_in_network,agent_action,agent_action_label,phase_decision_timer
228,228.0,2,3,47,0,7,94.0,1537.0,0.0,298.0,6.949,0.0,27.78,6.173,308,1,EW_green,10.0
229,229.0,2,3,47,0,7,97.0,1584.0,0.0,305.0,6.945,0.0,23.072,6.173,308,1,EW_green,11.0
230,230.0,2,3,47,0,7,100.0,1631.0,0.0,312.0,6.945,0.252,18.701,6.173,308,1,EW_green,12.0
231,231.0,2,3,47,0,7,103.0,1678.0,0.0,319.0,7.247,0.158,19.75,6.173,307,1,EW_green,13.0
232,232.0,2,3,47,0,7,106.0,1725.0,0.0,326.0,7.105,0.08,20.737,6.177,307,1,EW_green,14.0
233,233.0,2,3,47,0,7,109.0,1772.0,0.0,333.0,7.044,0.287,24.369,6.173,307,1,EW_green,15.0
234,234.0,2,3,48,0,7,112.0,1820.0,0.0,340.0,6.46,0.19,27.78,6.173,307,1,EW_green,16.0
235,235.0,2,3,48,0,7,115.0,1868.0,0.0,347.0,10.865,0.28,27.78,6.173,306,1,EW_green,17.0
236,236.0,2,3,48,0,7,118.0,1916.0,0.0,354.0,9.744,0.33,27.78,6.173,306,1,EW_green,18.0
237,237.0,2,3,49,0,7,121.0,1965.0,0.0,361.0,11.02,0.147,27.78,6.173,304,1,EW_green,19.0
238,238.0,3,3,49,0,7,124.0,2014.0,0.0,368.0,9.323,0.198,27.78,6.173,304,1,EW_green,0.0
239,239.0,2,3,50,0,7,127.0,2064.0,0.0,375.0,8.028,0.136,27.78,6.173,304,1,EW_green,1.0
240,240.0,2,3,50,0,7,130.0,2114.0,0.0,382.0,6.631,0.194,27.78,6.173,304,1,EW_green,2.0
241,241.0,2,4,51,0,7,134.0,2165.0,0.0,389.0,5.086,0.034,27.78,6.35,304,1,EW_green,3.0
242,242.0,2,4,51,0,7,138.0,2216.0,0.0,396.0,3.585,0.013,27.78,6.173,303,1,EW_green,4.0
243,243.0,2,4,53,0,7,142.0,2269.0,0.0,403.0,2.17,0.001,27.78,6.173,303,1,EW_green,5.0
244,244.0,2,4,53,0,7,146.0,2322.0,0.0,410.0,1.343,0.0,27.78,6.173,302,1,EW_green,6.0
245,245.0,2,5,53,0,7,151.0,2375.0,0.0,417.0,0.578,0.0,27.78,6.173,302,1,EW_green,7.0
246,246.0,2,6,53,0,7,157.0,2428.0,0.0,424.0,0.015,0.0,27.78,6.173,302,1,EW_green,8.0
247,247.0,2,6,53,0,7,163.0,2481.0,0.0,431.0,0.0,0.0,27.78,6.173,302,1,EW_green,9.0
248,248.0,2,6,53,0,7,169.0,2534.0,0.0,438.0,0.0,0.0,22.815,6.173,301,1,EW_green,10.0
249,249.0,2,6,53,0,7,175.0,2587.0,0.0,445.0,0.0,0.0,23.247,6.173,300,1,EW_green,11.0
250,250.0,2,6,53,0,7,181.0,2640.0,0.0,452.0,0.0,0.0,23.676,6.173,300,1,EW_green,12.0
251,251.0,2,6,53,0,7,187.0,2693.0,0.0,459.0,0.0,0.0,24.138,6.173,299,1,EW_green,13.0
252,252.0,3,6,53,0,7,193.0,2746.0,0.0,466.0,0.0,0.089,25.668,6.173,299,1,EW_green,0.0
253,253.0,2,6,53,0,7,199.0,2799.0,0.0,473.0,0.0,0.011,25.55,6.173,299,1,EW_green,1.0
254,254.0,2,6,53,0,7,205.0,2852.0,0.0,480.0,0.0,0.004,27.78,6.173,299,1,EW_green,2.0
255,255.0,2,6,54,0,7,211.0,2906.0,0.0,487.0,0.0,0.001,27.78,6.173,299,1,EW_green,3.0
256,256.0,2,6,54,1,7,217.0,2960.0,0.0,494.0,0.0,0.001,20.835,6.02,299,1,EW_green,4.0
257,257.0,2,6,54,0,7,223.0,3014.0,0.0,501.0,0.0,0.0,21.47,6.173,298,1,EW_green,5.0
258,258.0,2,6,54,0,7,229.0,3068.0,0.0,508.0,0.0,0.0,21.825,6.173,298,1,EW_green,6.0
259,259.0,2,6,54,0,7,235.0,3122.0,0.0,515.0,0.0,0.0,16.828,6.173,298,1,EW_green,7.0
260,260.0,2,6,54,0,7,241.0,3176.0,0.0,522.0,0.0,0.0,17.943,6.173,298,1,EW_green,8.0
261,261.0,2,6,54,0,7,247.0,3230.0,0.0,529.0,0.0,0.0,18.842,6.173,297,1,EW_green,9.0
262,262.0,3,6,54,0,7,253.0,3284.0,0.0,536.0,0.0,0.0,19.686,6.173,297,2,turn_green,10.0
263,263.0,3,6,54,0,7,259.0,3338.0,0.0,543.0,0.0,0.0,23.175,6.173,297,2,turn_green,10.0
264,264.0,3,6,54,0,7,265.0,3392.0,0.0,550.0,0.0,0.0,22.251,6.173,297,2,turn_green,10.0
265,265.0,3,6,54,0,7,271.0,3446.0,0.0,557.0,0.0,0.0,21.19,6.173,297,2,turn_green,10.0
266,266.0,4,6,54,0,6,277.0,3500.0,0.0,467.0,0.0,0.0,20.973,6.945,297,2,turn_green,10.0
267,267.0,4,6,54,0,5,283.0,3554.0,0.0,377.0,3.92,0.0,20.886,7.148,295,2,turn_green,10.0
268,262.0,2,6,54,0,4,289.0,3608.0,0.0,287.0,3.826,0.0,19.07,7.587,294,2,turn_green,0.0
269,269.0,4,6,54,1,2,295.0,3662.0,1.0,104.0,3.875,0.0,17.901,8.7,294,2,turn_green,1.0
270,270.0,4,6,54,1,2,301.0,3716.0,2.0,53.0,3.428,0.0,17.139,7.893,294,2,turn_green,2.0
271,271.0,4,6,54,1,1,307.0,3770.0,3.0,1.0,2.786,0.0,16.162,8.147,294,2,turn_green,3.0
272,272.0,4,6,54,1,2,313.0,3824.0,4.0,3.0,2.143,0.0,15.061,6.718,294,2,turn_green,4.0
273,273.0,4,6,54,1,1,319.0,3878.0,5.0,2.0,1.685,0.0,14.022,6.894,294,2,turn_green,5.0
274,274.0,4,6,54,1,1,325.0,3932.0,6.0,1.0,1.158,0.0,13.939,7.646,294,2,turn_green,6.0
275,275.0,4,6,54,2,1,331.0,3986.0,8.0,1.0,0.588,0.0,14.81,6.555,294,2,turn_green,7.0
276,276.0,4,6,54,2,0,337.0,4040.0,10.0,0.0,0.191,0.0,13.905,6.002,294,2,turn_green,8.0
277,277.0,4,6,54,2,1,343.0,4094.0,12.0,1.0,0.021,0.0,11.687,6.273,293,2,turn_green,9.0
278,278.0,5,7,54,2,2,350.0,4148.0,14.0,3.0,0.0,0.0,9.887,1.854,293,0,NS_green,10.0
279,279.0,0,4,51,2,2,124.0,3905.0,16.0,4.0,0.107,0.017,8.276,1.94,293,0,NS_green,10.0
280,280.0,0,1,49,2,1,35.0,3661.0,18.0,4.0,0.845,0.083,7.268,5.137,293,0,NS_green,10.0
281,281.0,0,1,46,3,2,1.0,3419.0,21.0,6.0,1.643,0.192,6.38,8.532,292,0,NS_green,10.0
282,282.0,0,1,42,4,2,1.0,3172.0,25.0,8.0,10.164,0.187,5.566,8.425,292,0,NS_green,10.0
283,283.0,0,0,39,4,3,0.0,2924.0,29.0,11.0,11.337,0.393,5.557,8.342,291,0,NS_green,10.0
284,278.0,4,0,36,5,4,0.0,2677.0,33.0,15.0,12.599,0.51,4.63,8.6,290,0,NS_green,0.0
285,285.0,0,0,33,4,5,0.0,2430.0,37.0,20.0,27.78,0.602,4.869,7.884,290,0,NS_green,1.0
286,286.0,0,0,30,4,5,0.0,2180.0,41.0,25.0,27.176,0.786,5.254,5.47,290,0,NS_green,2.0
287,287.0,0,0,28,4,6,0.0,2021.0,45.0,31.0,26.752,1.035,5.562,4.825,289,0,NS_green,3.0
288,288.0,0,0,26,4,6,0.0,1862.0,49.0,37.0,26.93,1.35,5.914,4.249,289,0,NS_green,4.0
289,289.0,0,0,25,4,6,0.0,1793.0,53.0,43.0,27.743,1.586,6.603,3.683,289,0,NS_green,5.0
290,290.0,0,0,22,4,6,0.0,1546.0,57.0,49.0,27.624,1.603,6.226,3.496,289,0,NS_green,6.0
291,291.0,0,0,19,4,7,0.0,1303.0,61.0,56.0,27.419,2.065,5.463,3.477,289,0,NS_green,7.0
292,292.0,0,0,16,4,7,0.0,1072.0,65.0,63.0,28.319,2.147,4.719,4.398,287,0,NS_green,8.0
293,293.0,0,0,13,5,7,0.0,853.0,70.0,70.0,28.287,2.847,4.041,3.908,287,0,NS_green,9.0
294,294.0,1,0,10,6,7,0.0,647.0,76.0,77.0,28.16,2.979,3.98,0.874,284,1,EW_green,10.0
295,295.0,1,0,8,6,7,0.0,512.0,82.0,84.0,27.78,3.501,3.972,0.963,281,1,EW_green,10.0
296,296.0,2,0,6,3,5,0.0,360.0,23.0,65.0,27.78,3.812,4.238,2.221,280,1,EW_green,10.0
297,297.0,2,0,4,1,4,0.0,247.0,4.0,59.0,27.78,3.842,4.21,1.485,277,1,EW_green,10.0
298,298.0,2,0,1,3,4,0.0,56.0,3.0,63.0,26.442,3.94,4.086,2.891,276,1,EW_green,10.0
299,299.0,2,0,2,4,4,0.0,2.0,7.0,67.0,26.079,3.841,4.06,3.601,273,1,EW_green,10.0
300,294.0,0,0,3,5,5,0.0,4.0,12.0,72.0,26.308,3.747,5.519,2.089,273,1,EW_green,0.0
301,301.0,2,0,4,5,6,0.0,7.0,17.0,78.0,26.235,3.489,5.143,2.35,270,1,EW_green,1.0
302,302.0,2,0,6,6,6,0.0,13.0,23.0,84.0,26.196,3.393,4.736,1.613,269,1,EW_green,2.0
303,303.0,2,0,8,6,6,0.0,21.0,29.0,90.0,24.866,3.265,1.286,1.623,269,1,EW_green,3.0
304,304.0,2,0,10,3,5,0.0,31.0,14.0,91.0,25.074,3.029,7.844,7.937,267,1,EW_green,4.0
305,305.0,2,0,12,1,5,0.0,43.0,4.0,96.0,24.02,2.759,11.978,7.937,267,1,EW_green,5.0
306,306.0,2,0,14,0,5,0.0,57.0,0.0,101.0,22.462,2.475,13.026,7.937,267,1,EW_green,6.0
307,307.0,2,0,16,0,5,0.0,73.0,0.0,106.0,20.403,2.185,21.824,7.937,266,1,EW_green,7.0
308,308.0,2,1,17,0,5,1.0,90.0,0.0,111.0,18.799,2.079,22.091,7.937,264,1,EW_green,8.0
309,309.0,3,1,18,0,5,2.0,108.0,0.0,116.0,17.711,1.778,21.709,7.937,264,1,EW_green,0.0
310,310.0,2,1,22,0,5,3.0,129.0,0.0,121.0,16.607,1.263,27.78,7.937,262,1,EW_green,1.0
311,311.0,2,1,23,0,5,4.0,151.0,0.0,126.0,15.279,1.141,27.78,6.608,261,1,EW_green,2.0
312,312.0,2,1,25,0,5,5.0,176.0,0.0,131.0,16.693,1.055,27.78,4.615,260,1,EW_green,3.0
313,313.0,2,2,26,0,5,7.0,202.0,0.0,136.0,15.957,0.728,27.78,4.346,259,1,EW_green,4.0
314,314.0,2,2,28,0,5,9.0,230.0,0.0,141.0,15.668,0.552,26.984,6.352,257,1,EW_green,5.0
315,315.0,2,2,29,0,5,11.0,259.0,0.0,146.0,14.858,0.621,26.897,7.937,254,1,EW_green,6.0
316,316.0,2,2,34,0,5,13.0,293.0,0.0,151.0,15.86,0.381,27.78,7.937,253,1,EW_green,7.0
317,317.0,2,2,36,0,5,15.0,328.0,0.0,156.0,13.912,0.214,27.78,5.436,252,1,EW_green,8.0
318,318.0,2,2,38,0,5,17.0,365.0,0.0,161.0,11.785,0.18,28.085,5.753,251,1,EW_green,9.0
319,319.0,2,2,40,0,5,19.0,405.0,0.0,166.0,9.814,0.148,28.26,6.017,250,1,EW_green,10.0
320,320.0,2,2,43,0,5,21.0,448.0,0.0,171.0,7.593,0.091,27.628,7.937,249,1,EW_green,11.0
321,321.0,2,3,46,0,5,24.0,494.0,0.0,176.0,9.324,0.093,27.78,7.937,249,1,EW_green,12.0
322,322.0,2,3,46,0,5,27.0,534.0,0.0,181.0,7.966,0.082,22.634,7.76,247,1,EW_green,13.0
323,323.0,2,4,49,0,5,31.0,583.0,0.0,186.0,6.618,0.081,23.247,7.424,244,1,EW_green,14.0
324,324.0,2,4,48,0,6,35.0,625.0,0.0,192.0,4.931,0.117,23.805,6.945,244,1,EW_green,15.0
325,325.0,2,4,48,0,5,39.0,673.0,0.0,196.0,3.638,0.153,24.242,6.963,242,1,EW_green,16.0
326,326.0,3,4,49,0,6,43.0,722.0,0.0,202.0,2.44,0.06,26.034,6.945,242,2,turn_green,0.0
327,327.0,4,5,51,0,5,48.0,773.0,0.0,161.0,1.601,0.035,24.941,7.943,242,2,turn_green,1.0
328,328.0,4,6,52,0,4,54.0,825.0,0.0,120.0,1.016,0.019,23.816,8.126,242,2,turn_green,2.0
329,329.0,4,6,50,0,3,60.0,867.0,0.0,78.0,0.483,0.063,18.272,8.623,240,2,turn_green,3.0
330,330.0,4,7,51,0,1,67.0,918.0,0.0,5.0,0.008,0.089,17.676,10.041,239,2,turn_green,4.0
331,331.0,4,7,52,1,1,74.0,970.0,1.0,1.0,0.003,0.013,17.394,8.119,239,2,turn_green,5.0
332,332.0,5,7,52,1,1,81.0,1022.0,2.0,1.0,0.001,0.008,16.682,6.999,237,0,NS_green,0.0
333,333.0,0,4,49,1,0,43.0,972.0,3.0,0.0,4.78,0.018,15.572,5.973,235,0,NS_green,1.0
334,334.0,0,3,48,1,1,21.0,923.0,4.0,1.0,4.888,0.078,14.548,5.147,234,0,NS_green,2.0
335,335.0,0,2,45,1,4,11.0,873.0,5.0,5.0,8.622,0.195,14.144,4.053,233,0,NS_green,3.0
336,336.0,0,1,42,1,4,1.0,819.0,6.0,9.0,10.616,0.159,13.926,4.026,233,0,NS_green,4.0
337,337.0,0,0,39,1,5,0.0,765.0,7.0,14.0,12.371,0.369,13.918,3.998,233,0,NS_green,5.0
338,338.0,0,0,34,2,6,0.0,696.0,9.0,20.0,12.4,0.564,13.892,3.978,233,0,NS_green,6.0
339,339.0,0,0,32,2,6,0.0,641.0,11.0,26.0,21.138,0.683,13.89,3.973,233,0,NS_green,7.0
340,340.0,0,0,30,2,6,0.0,615.0,13.0,32.0,20.223,1.049,13.89,3.969,232,0,NS_green,8.0
341,341.0,0,0,26,2,6,0.0,555.0,15.0,38.0,22.172,1.083,14.631,3.969,232,0,NS_green,9.0
342,342.0,1,0,24,2,6,0.0,496.0,17.0,44.0,20.634,1.246,13.98,3.969,232,1,EW_green,10.0
343,343.0,1,0,23,2,6,0.0,463.0,19.0,50.0,21.194,1.392,13.08,3.969,232,1,EW_green,10.0
344,344.0,1,0,20,2,4,0.0,401.0,21.0,35.0,18.944,1.443,12.18,4.279,232,1,EW_green,10.0
345,345.0,1,0,19,2,4,0.0,368.0,23.0,39.0,17.228,1.438,11.28,5.201,232,1,EW_green,10.0
346,346.0,2,1,18,0,3,1.0,331.0,0.0,31.0,16.058,1.567,10.625,5.893,231,1,EW_green,10.0
347,347.0,2,1,16,1,5,2.0,266.0,1.0,36.0,14.926,1.508,7.423,3.646,231,1,EW_green,10.0
348,342.0,0,1,14,2,6,3.0,203.0,3.0,42.0,14.076,1.508,7.697,4.362,230,1,EW_green,0.0
349,349.0,2,1,14,3,6,4.0,160.0,5.0,48.0,13.921,1.557,2.46,6.945,229,1,EW_green,1.0
350,350.0,2,2,14,3,6,6.0,127.0,8.0,54.0,16.92,1.493,2.102,6.945,228,1,EW_green,2.0
351,351.0,2,2,15,3,6,8.0,100.0,11.0,60.0,16.906,1.506,1.614,6.945,227,1,EW_green,3.0
352,352.0,2,2,16,3,6,10.0,91.0,14.0,66.0,16.513,1.514,1.284,6.945,223,1,EW_green,4.0
353,353.0,2,2,18,3,6,12.0,109.0,17.0,72.0,15.806,1.514,1.572,6.945,221,1,EW_green,5.0
354,354.0,2,2,20,3,5,14.0,129.0,20.0,70.0,14.906,1.488,4.235,7.209,220,1,EW_green,6.0
355,355.0,2,2,18,4,5,16.0,110.0,24.0,75.0,14.057,1.39,3.392,7.447,219,1,EW_green,7.0
356,356.0,2,2,22,1,5,18.0,132.0,7.0,80.0,13.157,1.172,16.338,7.0,217,1,EW_green,8.0
357,357.0,2,2,26,0,6,20.0,158.0,0.0,86.0,12.257,0.974,15.493,6.945,215,1,EW_green,9.0
358,358.0,2,2,24,0,6,22.0,179.0,0.0,92.0,11.357,0.805,14.997,6.887,214,1,EW_green,10.0
359,359.0,2,3,28,0,6,25.0,206.0,0.0,98.0,11.127,0.716,24.048,6.945,214,1,EW_green,11.0
360,360.0,2,3,28,0,6,28.0,217.0,0.0,104.0,11.114,0.565,23.91,6.946,214,1,EW_green,12.0
361,361.0,2,3,33,0,6,31.0,250.0,0.0,110.0,11.113,0.446,24.517,5.625,213,1,EW_green,13.0
362,362.0,2,3,33,0,6,34.0,282.0,0.0,116.0,11.112,0.289,27.78,5.063,211,1,EW_green,14.0
363,363.0,2,3,34,0,6,37.0,316.0,0.0,122.0,11.112,0.27,27.78,6.945,208,1,EW_green,15.0
364,364.0,3,3,37,0,6,40.0,350.0,0.0,128.0,11.112,0.269,27.78,6.945,208,1,EW_green,0.0
365,365.0,2,3,39,0,6,43.0,389.0,0.0,134.0,11.112,0.339,27.78,6.945,206,1,EW_green,1.0
366,366.0,2,3,40,0,6,46.0,429.0,0.0,140.0,11.112,0.356,27.78,6.945,204,1,EW_green,2.0
367,367.0,2,3,41,0,6,49.0,470.0,0.0,146.0,11.112,0.489,27.78,6.569,204,1,EW_green,3.0
368,368.0,2,3,42,0,6,52.0,512.0,0.0,152.0,11.112,0.292,27.78,6.945,203,1,EW_green,4.0
369,369.0,2,3,44,0,6,55.0,556.0,0.0,158.0,11.112,0.201,23.755,6.945,203,1,EW_green,5.0
370,370.0,2,3,46,0,6,58.0,602.0,0.0,164.0,11.112,0.226,24.153,6.945,202,1,EW_green,6.0
371,371.0,2,3,47,0,6,61.0,649.0,0.0,170.0,12.366,0.267,24.759,6.945,202,1,EW_green,7.0
372,372.0,2,3,47,0,6,64.0,696.0,0.0,176.0,14.016,0.186,27.78,6.945,202,1,EW_green,8.0
373,373.0,2,3,49,0,6,67.0,745.0,0.0,182.0,13.018,0.091,27.78,6.945,202,1,EW_green,9.0
374,374.0,2,3,50,0,6,70.0,795.0,0.0,188.0,12.248,0.1,27.78,6.945,202,1,EW_green,10.0
375,375.0,2,3,52,0,6,73.0,847.0,0.0,194.0,13.752,0.042,27.78,6.945,200,1,EW_green,11.0
376,376.0,2,3,53,0,6,76.0,900.0,0.0,200.0,12.553,0.007,27.78,6.827,199,1,EW_green,12.0
377,377.0,3,3,54,0,6,79.0,954.0,0.0,206.0,10.688,0.003,27.78,6.34,198,2,turn_green,13.0
378,378.0,4,3,54,0,7,82.0,1008.0,0.0,169.0,8.565,0.002,27.78,3.473,196,2,turn_green,13.0
379,379.0,4,3,54,0,5,85.0,1062.0,0.0,131.0,6.175,0.001,27.78,3.71,194,2,turn_green,13.0
380,380.0,4,3,54,0,5,88.0,1116.0,0.0,94.0,3.992,0.001,27.78,4.223,194,2,turn_green,13.0
381,381.0,4,4,54,0,3,92.0,1170.0,0.0,30.0,2.378,0.0,27.78,4.768,194,2,turn_green,13.0
382,382.0,4,5,54,0,3,97.0,1224.0,0.0,8.0,1.324,0.0,22.514,4.509,194,2,turn_green,13.0
383,377.0,2,5,54,0,2,102.0,1278.0,0.0,6.0,0.593,0.0,23.142,4.658,194,2,turn_green,0.0
384,384.0,4,5,54,0,3,107.0,1332.0,0.0,9.0,0.057,0.0,23.627,4.491,193,2,turn_green,1.0
385,385.0,4,6,54,0,2,113.0,1386.0,0.0,9.0,0.029,0.0,23.935,5.35,193,2,turn_green,2.0
386,386.0,4,7,54,0,3,120.0,1440.0,0.0,12.0,0.003,0.0,22.864,5.678,193,2,turn_green,3.0
387,387.0,4,7,54,0,2,127.0,1494.0,0.0,13.0,3.399,0.0,21.961,5.946,193,2,turn_green,4.0
388,388.0,4,7,54,1,2,134.0,1548.0,1.0,15.0,3.298,0.0,20.837,6.486,192,2,turn_green,5.0
389,389.0,4,7,54,1,2,141.0,1602.0,2.0,17.0,6.036,0.0,20.836,8.208,191,2,turn_green,6.0
390,390.0,4,7,54,1,1,148.0,1656.0,3.0,12.0,5.575,0.0,20.835,3.666,191,2,turn_green,7.0
391,391.0,4,7,54,1,2,155.0,1710.0,4.0,14.0,4.996,0.0,20.835,4.803,191,2,turn_green,8.0
392,392.0,5,7,54,1,1,162.0,1764.0,5.0,14.0,4.127,0.0,20.835,4.029,191,0,NS_green,0.0
393,393.0,0,4,51,1,1,99.0,1674.0,6.0,15.0,4.198,0.01,20.835,3.211,191,0,NS_green,1.0
394,394.0,0,2,48,1,1,49.0,1586.0,7.0,16.0,3.514,0.067,20.835,1.924,191,0,NS_green,2.0
395,395.0,0,2,45,1,2,15.0,1497.0,8.0,18.0,3.078,0.174,20.835,2.639,191,0,NS_green,3.0
396,396.0,0,1,42,1,4,2.0,1405.0,9.0,22.0,8.131,0.152,20.505,1.416,190,0,NS_green,4.0
397,397.0,0,0,39,1,5,0.0,1312.0,10.0,27.0,11.86,0.335,19.64,0.678,188,0,NS_green,5.0
398,398.0,1,0,38,1,5,0.0,1306.0,11.0,32.0,11.602,0.551,18.74,0.087,187,1,EW_green,0.0
399,399.0,2,0,35,0,4,0.0,1209.0,0.0,10.0,10.32,0.561,17.946,0.245,187,1,EW_green,1.0
400,400.0,2,1,33,0,4,1.0,1112.0,0.0,14.0,9.181,0.609,17.517,4.044,187,1,EW_green,2.0
401,401.0,2,2,32,0,6,3.0,1060.0,0.0,20.0,7.794,0.555,14.12,3.982,187,1,EW_green,3.0
402,402.0,2,2,31,1,5,5.0,962.0,1.0,22.0,7.085,0.533,14.208,3.995,187,1,EW_green,4.0
403,403.0,2,3,30,2,5,8.0,864.0,3.0,27.0,6.342,0.567,13.298,1.838,186,1,EW_green,5.0
404,404.0,2,3,29,2,5,11.0,809.0,5.0,32.0,5.542,0.624,13.123,1.51,408,1,EW_green,6.0
405,405.0,2,4,27,2,5,15.0,710.0,7.0,37.0,5.004,0.603,11.849,1.27,408,1,EW_green,7.0
406,406.0,2,4,26,2,5,19.0,611.0,9.0,42.0,4.657,0.607,9.698,4.404,408,1,EW_green,8.0
407,407.0,2,5,25,1,4,24.0,554.0,5.0,40.0,4.635,0.631,13.882,11.906,407,1,EW_green,9.0
408,408.0,3,5,26,0,4,29.0,497.0,0.0,44.0,4.632,0.589,12.908,11.906,407,0,NS_green,10.0
409,409.0,3,5,28,0,4,34.0,525.0,0.0,48.0,4.63,0.616,14.973,8.228,403,0,NS_green,10.0
410,410.0,3,5,30,1,4,39.0,515.0,0.0,52.0,4.63,0.524,10.092,8.521,403,0,NS_green,10.0
411,411.0,3,5,30,0,4,44.0,424.0,0.0,56.0,4.63,0.517,10.91,8.875,402,0,NS_green,10.0
412,412.0,4,5,27,0,3,49.0,332.0,0.0,42.0,4.63,0.501,10.534,10.73,402,0,NS_green,10.0
413,413.0,4,5,27,1,2,54.0,280.0,1.0,28.0,4.63,0.574,10.068,9.566,401,0,NS_green,10.0
414,408.0,2,5,27,1,1,59.0,229.0,2.0,14.0,4.63,0.577,9.703,10.121,401,0,NS_green,0.0
415,415.0,0,3,26,1,1,33.0,173.0,3.0,1.0,11.112,0.549,9.673,8.938,400,0,NS_green,1.0
416,416.0,0,2,26,2,1,22.0,159.0,5.0,2.0,11.327,0.555,6.432,7.45,400,0,NS_green,2.0
417,417.0,0,1,25,3,3,11.0,149.0,8.0,5.0,14.203,0.701,6.241,7.302,399,0,NS_green,3.0
418,418.0,0,0,24,3,4,0.0,141.0,11.0,9.0,17.689,0.65,6.097,7.283,399,0,NS_green,4.0
419,419.0,0,0,23,3,4,0.0,132.0,14.0,13.0,18.663,0.525,5.641,7.239,397,0,NS_green,5.0
420,420.0,0,0,23,4,5,0.0,124.0,18.0,18.0,18.76,0.615,4.953,6.564,395,0,NS_green,6.0
421,421.0,0,0,24,5,6,0.0,117.0,23.0,24.0,20.132,0.537,4.636,6.2,394,0,NS_green,7.0
422,422.0,0,0,26,5,7,0.0,126.0,28.0,31.0,19.316,0.574,4.632,6.18,393,0,NS_green,8.0
423,423.0,0,0,24,5,7,0.0,121.0,33.0,38.0,20.376,0.563,4.631,4.834,391,0,NS_green,9.0
424,424.0,1,0,22,4,7,0.0,104.0,30.0,45.0,19.427,0.726,4.926,4.389,391,2,turn_green,10.0
425,425.0,2,0,26,1,7,0.0,110.0,10.0,52.0,17.823,0.749,6.372,4.205,391,2,turn_green,10.0
426,426.0,2,0,24,0,7,0.0,109.0,0.0,59.0,17.885,0.835,6.341,6.177,390,2,turn_green,10.0
427,427.0,2,1,24,0,7,1.0,98.0,0.0,66.0,15.684,0.839,15.006,6.177,389,2,turn_green,10.0
428,428.0,2,1,22,0,7,2.0,89.0,0.0,73.0,14.131,0.79,21.135,6.176,389,2,turn_green,10.0
429,429.0,2,2,23,0,7,4.0,95.0,0.0,80.0,12.753,0.815,21.686,6.177,389,2,turn_green,10.0
430,424.0,0,2,20,0,7,6.0,89.0,0.0,87.0,11.944,0.91,27.78,4.957,388,2,turn_green,0.0
431,431.0,4,3,20,0,6,9.0,89.0,0.0,79.0,12.445,0.831,25.695,5.014,388,2,turn_green,1.0
432,432.0,4,3,18,0,6,12.0,77.0,0.0,85.0,12.591,0.853,24.763,4.609,385,2,turn_green,2.0
433,433.0,4,3,19,0,4,15.0,83.0,0.0,56.0,11.345,0.859,23.785,4.311,384,2,turn_green,3.0
434,434.0,4,3,18,0,3,18.0,84.0,0.0,45.0,10.285,0.787,22.66,4.381,382,2,turn_green,4.0
435,435.0,4,3,20,0,1,21.0,88.0,0.0,15.0,8.888,0.887,21.833,4.614,380,2,turn_green,5.0
436,436.0,4,3,19,0,4,24.0,90.0,0.0,19.0,7.297,0.818,19.107,4.759,379,2,turn_green,6.0
437,437.0,4,4,23,1,4,28.0,110.0,1.0,23.0,6.265,0.787,19.461,5.138,379,2,turn_green,7.0
438,438.0,5,4,24,1,4,32.0,129.0,2.0,27.0,7.557,0.695,18.864,5.546,379,1,EW_green,0.0
439,439.0,2,5,25,0,1,37.0,154.0,0.0,19.0,6.586,0.716,22.46,8.028,379,1,EW_green,1.0
440,440.0,2,5,25,0,1,42.0,173.0,0.0,20.0,7.678,0.63,22.017,8.444,377,1,EW_green,2.0
441,441.0,2,6,27,0,1,48.0,196.0,0.0,21.0,7.13,0.52,21.705,10.205,376,1,EW_green,3.0
442,442.0,2,4,28,0,1,36.0,221.0,0.0,0.0,4.474,0.537,27.78,8.474,375,1,EW_green,4.0
443,443.0,2,4,28,0,2,38.0,247.0,0.0,2.0,4.102,0.485,25.601,8.163,375,1,EW_green,5.0
444,444.0,2,3,30,0,2,40.0,277.0,0.0,4.0,3.237,0.467,25.002,8.153,373,1,EW_green,6.0
445,445.0,2,4,33,0,3,44.0,310.0,0.0,7.0,2.333,0.358,24.768,7.997,373,1,EW_green,7.0
446,446.0,2,4,35,0,4,48.0,345.0,0.0,11.0,1.224,0.274,27.78,7.971,372,1,EW_green,8.0
447,447.0,2,5,37,0,5,53.0,382.0,0.0,16.0,0.993,0.195,27.78,7.946,371,1,EW_green,9.0
448,448.0,2,6,40,0,5,59.0,422.0,0.0,21.0,0.485,0.2,27.78,7.939,371,1,EW_green,10.0
449,449.0,2,7,42,0,5,66.0,464.0,0.0,26.0,0.285,0.119,27.78,7.938,371,1,EW_green,11.0
450,450.0,2,8,45,0,5,74.0,509.0,0.0,31.0,0.046,0.09,27.78,7.937,371,1,EW_green,12.0
451,451.0,2,8,46,0,5,82.0,554.0,0.0,36.0,0.037,0.062,27.895,8.322,370,1,EW_green,13.0
452,452.0,2,9,47,0,5,91.0,600.0,0.0,41.0,0.01,0.043,27.78,7.937,370,1,EW_green,14.0
453,453.0,2,9,50,0,5,100.0,650.0,0.0,46.0,0.009,0.016,27.78,7.937,369,1,EW_green,15.0
